direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10,precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e5,provincia,rotulo
"AUTOVIA A-7 KM. 293,000",L-D: 06:00-22:00,39.740389,ALMENARA,-0.233333,Almenara,1.729,1.417,1.829,,1.799,,1.919,CASTELLÓN / CASTELLÓ,REPSOL
"CS-V-6011 km 1,2",L-S: 06:30-21:00; D: 07:30-14:00,39.758889,ALMENARA,-0.227583,Almenara,1.769,1.41,1.835,,1.859,,,CASTELLÓN / CASTELLÓ,CEPSA
"CALLE MOLINO, 5",L-S: 07:30-13:00,39.896861,ALQUERIAS DEL NIÑO PERDIDO,-0.116,Alquerías del Niño Perdido,,1.34,,,,,,CASTELLÓN / CASTELLÓ,COOPERATIVA AGRICOLA SAN JAIME
"CARRETERA N-340 KM. 963,7",L-D: 08:00-20:00,39.897861,ALQUERIAS DEL NIÑO PERDIDO,-0.120778,Alquerías del Niño Perdido,1.709,,1.775,,1.834,,,CASTELLÓN / CASTELLÓ,CEPSA
"CALLE ARTANA, S/N",L-D: 06:00-22:00,39.897917,ALQUERIAS DEL NIÑO PERDIDO,-0.124,Alquerías del Niño Perdido,1.689,,1.749,,1.779,,1.919,CASTELLÓN / CASTELLÓ,REPSOL
"CAMI REAL, 61",L-D: 24H,39.897167,ALQUERIAS DEL NIÑO PERDIDO,-0.12125,Alquerías del Niño Perdido,1.527,,,,1.594,,,CASTELLÓN / CASTELLÓ,BÚHO GAS
"CARRETERA N-340 KM. 963,7",L-V: 06:00-21:00; S: 08:00-14:00; D: 09:00-14:00 y 16:00-21:00,39.897667,ALQUERIAS DEL NIÑO PERDIDO,-0.121306,Alquerías del Niño Perdido,1.719,,1.785,,1.824,,,CASTELLÓN / CASTELLÓ,CEPSA
"AVDA. VALENCIA, Nº 47",L-D: 24H,39.847833,ALTURA,-0.510639,Altura,1.669,1.239,,,1.749,,,CASTELLÓN / CASTELLÓ,COOP.SAGRADO CORAZON DE ALTURA
"AVENIDA SIERRA DE ESPADAN, 1",L-V: 00:07-14:00 y 16:00-19:30; S: 07:00-14:00,39.891083,ARTANA,-0.251139,Artana,1.689,1.369,,,1.779,,,CASTELLÓN / CASTELLÓ,SIN ROTULO
"AVENIDA MEANES (DE), 2",L-D: 24H,40.219417,ATZENETA DEL MAESTRAT,-0.170611,Atzeneta del Maestrat,1.699,1.259,,,1.769,,,CASTELLÓN / CASTELLÓ,COOPERATIVA ATZENETA
"CARRETERA N-234A KM. 62,8",L-D: 06:00-22:00,40.016528,BARRACAS,-0.696306,Barracas,1.725,,1.845,,1.829,,1.961,CASTELLÓN / CASTELLÓ,CEPSA
CARRETERA ESTACION KM. S/N,L-V: 08:00-13:00 y 16:00-18:00; S: 08:00-13:00,39.910833,BEJIS,-0.7035,Bejís,1.713,1.329,1.755,,1.785,,,CASTELLÓN / CASTELLÓ,GRUPO MAICAS PEIRO
"CTRA. RAMAL A CULLA km 3,900",L-D: 08:00-21:00,40.379667,BENASAL,-0.1395,Benasal,1.699,1.339,,,1.799,,,CASTELLÓN / CASTELLÓ,CARCELLER ROYO S.L.
"CARRETERA N 340 KM. 1042,2",L-S: 07:00-21:00; D: 07:00-14:00,40.413833,BENICARLO,0.404639,Benicarló,1.729,,1.829,,1.789,,1.949,CASTELLÓN / CASTELLÓ,REPSOL
"CTRA NACIONAL 340 KM 133 - CENTRO COMERCIAL COSTA AZAHAR,",L-D: 24H,40.410222,BENICARLO,0.394667,Benicarló,1.509,,1.609,,1.629,,1.699,CASTELLÓN / CASTELLÓ,FM
POL. IND. EL COLLET. PARC 511,L-D: 07:00-22:00,40.435861,BENICARLO,0.399111,Benicarló,1.719,,1.819,,1.809,,1.929,CASTELLÓN / CASTELLÓ,EUROFUEL
"AUTOPISTA AP-7 (MRG.IZDO.) KM. 358,2",L-D: 24H,40.458167,BENICARLO,0.4065,Benicarló,1.769,,1.849,,1.869,1.945,,CASTELLÓN / CASTELLÓ,CEPSA
"AVDA. PAPA LUNA, 26",L-D: 07:00-23:00,40.410417,BENICARLO,0.425917,Benicarló,1.729,,1.759,,1.799,,1.899,CASTELLÓN / CASTELLÓ,CEEOIL
"CARRETERA N-340 KM. 1044,8",L-D: 06:00-22:00,40.4235,BENICARLO,0.427056,Benicarló,1.729,,1.819,,1.799,,1.941,CASTELLÓN / CASTELLÓ,BP
"AP-7 (MRG.DCHO.) km 358,2",L-D: 24H,40.459222,BENICARLO,0.406056,Benicarló,1.769,,1.849,,1.869,1.945,,CASTELLÓN / CASTELLÓ,CEPSA
"POLIGONO POLIGONO 22  PARCELA 77, 77",L-D: 24H,40.43425,BENICARLO,0.392417,Benicarló,1.669,1.359,1.704,,1.739,,1.819,CASTELLÓN / CASTELLÓ,BENIHORT
"CARRETERA N-340 KM. 1043,8",L-D: 06:00-22:00,40.422139,BENICARLO,0.4175,Benicarló,1.729,1.379,1.829,,1.789,,1.949,CASTELLÓN / CASTELLÓ,REPSOL
"CAMI CAMINO FOSA PASTOR, S/N",L: 24H,40.432583,BENICARLO,0.436944,Benicarló,1.549,,,,1.629,,,CASTELLÓN / CASTELLÓ,3GS COMBUSTIBLES
CARRETERA NACIONAL 340 KM. 988,L-D: 24H,40.057778,BENICASIM,0.065333,Benicasim/Benicàssim,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP MONTECASIM MD
CARRETERA N-340 KM. 987,L-D: 06:00-22:00,40.0505,BENICASIM,0.054167,Benicasim/Benicàssim,1.709,,1.809,,1.819,,,CASTELLÓN / CASTELLÓ,REPSOL BENICASSIM
"C/ DEL MAR, 116",L-D: 24H,40.207423,BENLLOCH,0.030164,Benlloch,1.7,1.3,,,1.75,,,CASTELLÓN / CASTELLÓ,COOP. LA UNION DE BENLLOCH
"CARRETERA CV 10 KM. 46,70",L-D: 07:00-21:00,40.186583,BENLLOCH,0.044556,Benlloch,1.719,1.269,,,1.759,,,CASTELLÓN / CASTELLÓ,REPSOL
"POLIGONO MOLI DEN LLOP, PARCELA U-6, SN",L-D: 24H,39.934639,BETXI,-0.192028,Betxí,1.659,1.339,,,1.799,,,CASTELLÓN / CASTELLÓ,COOPERATIVA DE BETXÍ
"CR CS-233, 2,8",L-V: 07:00-20:45; S: 07:00-13:45,39.931306,BETXI,-0.196389,Betxí,1.689,1.369,1.749,,1.799,,1.919,CASTELLÓN / CASTELLÓ,PETRONOR
"CALLE UNION EUROPEA, 5",L-D: 24H,39.935,BETXI,-0.190667,Betxí,1.659,,,,,,,CASTELLÓN / CASTELLÓ,CAMPA COOPERATIVA BETXI
"CARRETERA C-223 KM. 6,350",L-D: 06:00-22:00,39.923194,BETXI,-0.184611,Betxí,1.639,,1.709,,1.739,,,CASTELLÓN / CASTELLÓ,GALP
"AVENIDA ZARAGOZA S/N, S/N",L-D: 06:00-22:00,40.041778,BORRIOL,-0.073722,Borriol,1.709,,1.829,,1.824,,,CASTELLÓN / CASTELLÓ,CEPSA
"CARRETERA C.V 16 KM. 4,1",L-D: 06:00-22:00,40.014278,BORRIOL,-0.125833,Borriol,1.689,,1.759,,1.789,,1.929,CASTELLÓN / CASTELLÓ,GALP
"CARRETERA ZARAGOZA KM. 6,700",L-V: 08:30-13:00 y 15:30-19:00,40.02425,BORRIOL,-0.0895,Borriol,1.552,,,,,,,CASTELLÓN / CASTELLÓ,SANMARTI
CAMINO DE NULES - RONDA SUR (CV-18 km 1),L-S: 06:00-22:00; D: 07:00-21:00,39.884611,BURRIANA,-0.093556,Burriana,1.709,,1.775,,1.829,,1.961,CASTELLÓN / CASTELLÓ,CEPSA-GARCIBUR
AUTOPISTA AP-7 (MRG.IZDO) KM. 445,L-D: 24H,39.866139,BURRIANA,-0.121361,Burriana,1.769,,1.859,,1.859,,1.969,CASTELLÓN / CASTELLÓ,GALP
"CL CAMINO DE ONDA, 90",L-D: 06:30-21:30,39.895167,BURRIANA,-0.096333,Burriana,1.709,,1.759,,1.819,,1.929,CASTELLÓN / CASTELLÓ,E.S. HERMANOS SIMO
"AVDA. LLOMBAI, S/N",L-D: 06:00-23:00,39.883257,BURRIANA,-0.088753,Burriana,1.699,1.378,,,1.799,,,CASTELLÓN / CASTELLÓ,COOP. SAN JOSE DE BURRIANA
AUTOPISTA AP7 PK44 KM. 44,L-D: 24H,39.865861,BURRIANA,-0.121028,Burriana,,,,,,,,CASTELLÓN / CASTELLÓ,HAM
"CL AVENIDA JAIME CHICHARRO, 6",L-D: 06:00-22:00,39.882778,BURRIANA,-0.080611,Burriana,1.689,,1.749,,1.789,,1.929,CASTELLÓN / CASTELLÓ,REPSOL
AUTOPISTA AP-7 (MRG.DCHO) KM. 445,L-D: 24H,39.863833,BURRIANA,-0.123889,Burriana,1.769,,1.859,,1.859,,1.969,CASTELLÓN / CASTELLÓ,GALP
"CARRETERA VILA-REAL BURRIANA CV-185 KM. 3,5",L-D: 24H,39.899333,BURRIANA,-0.083111,Burriana,1.559,,,,1.679,,,CASTELLÓN / CASTELLÓ,ALSA Y SERVI OIL LOW COST
AUTOPISTA AP-7 (MRG.IZDO) KM. 404,L-D: 24H,40.13325,CABANES,0.141111,Cabanes,1.789,,1.889,,1.879,,1.989,CASTELLÓN / CASTELLÓ,ENI
AUTOPISTA AP-7 (MRG.DCHO) KM. 404,L-D: 24H,40.131806,CABANES,0.138722,Cabanes,1.789,,1.889,,1.879,,1.989,CASTELLÓN / CASTELLÓ,ENI
P. I. S-3,L-D: 24H,40.156417,CABANES,0.039667,Cabanes,1.68,1.29,,,1.78,,,CASTELLÓN / CASTELLÓ,COOPERATIVA CABANES
"AUTOVIA CV10 KM. 37,5",L-D: 06:00-22:00,40.140833,CABANES,0.033306,Cabanes,1.739,1.319,1.809,,1.859,,,CASTELLÓN / CASTELLÓ,EESS DE CABANES GALP 40 PIES
CARRETERA NACIONAL 340 KM. 1000,L-D: 07:00-21:00,40.134694,"RIBERA DE CABANES, LA",0.149306,Cabanes,1.719,,1.829,,1.859,,1.989,CASTELLÓN / CASTELLÓ,LA RIBERA DE CABANES
CARRETERA C.V.16 KM. 2,L-D: 06:00-22:00,40.005278,CASTELLON DE LA PLANA,-0.108444,Castellón de la Plana/Castelló de la Plana,1.689,,1.759,,1.789,,1.909,CASTELLÓN / CASTELLÓ,GALP
"CALLE CUADRA LAIRON, 57",L-D: 24H,39.972556,CASTELLON DE LA PLANA,-0.071389,Castellón de la Plana/Castelló de la Plana,1.539,,,,1.669,,,CASTELLÓN / CASTELLÓ,FACE PETROLEUM
"AVINGUDA ALCORA 176,",L-D: 06:00-22:00,39.9885,CASTELLON DE LA PLANA,-0.066278,Castellón de la Plana/Castelló de la Plana,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP RIU SEC
"AVENIDA EUROPA ESQ. C/ BÉLGICA, 138",L-D: 24H,39.971722,CASTELLON DE LA PLANA,-0.07575,Castellón de la Plana/Castelló de la Plana,1.609,1.329,,,1.719,,,CASTELLÓN / CASTELLÓ,BDMED
"CALLE CTRA. BORRIOL YB, 16",L-D: 24H,39.993778,CASTELLON DE LA PLANA,-0.057528,Castellón de la Plana/Castelló de la Plana,1.579,,1.719,,1.699,,1.869,CASTELLÓN / CASTELLÓ,BENCINAS BORRIOL
ALCAMPO HIPERMERCADO ( CENTRO COMERCIAL SALERA ) (CARRETERA 340 km 64.500),L-D: 24H,39.979472,CASTELLON DE LA PLANA,-0.065389,Castellón de la Plana/Castelló de la Plana,1.649,,1.739,,1.749,,1.855,CASTELLÓN / CASTELLÓ,ALCAMPO
"CARRETERA N-340 KM. 972,2",L-D: 06:00-22:00,39.969139,CASTELLON DE LA PLANA,-0.067972,Castellón de la Plana/Castelló de la Plana,1.709,,1.779,,1.829,1.889,,CASTELLÓN / CASTELLÓ,CEPSA
AV RONDA SUR ESQ. CL ENRIQUE GIMENO,L-D: 06:00-22:00,39.978889,CASTELLON DE LA PLANA,-0.066444,Castellón de la Plana/Castelló de la Plana,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP RONDA SUR
"CALLE DINAMARCA - ESQUINA C/SABONER, S/N",L-D: 24H,39.974083,CASTELLON DE LA PLANA,-0.0755,Castellón de la Plana/Castelló de la Plana,,,,,,,,CASTELLÓN / CASTELLÓ,MONFORT
"AVENIDA AENIDA VALENCIA, 125",L-S: 00:00-02:00 y 06:00-23:59; D: 06:00-22:00,39.971528,CASTELLON DE LA PLANA,-0.05375,Castellón de la Plana/Castelló de la Plana,1.709,,1.809,,1.819,,1.959,CASTELLÓN / CASTELLÓ,REPSOL
"CARRETERA N-340 KM. 972,2",L-V: 06:00-14:00,39.969,CASTELLON DE LA PLANA,-0.068694,Castellón de la Plana/Castelló de la Plana,1.709,,1.779,,1.829,1.889,,CASTELLÓN / CASTELLÓ,CEPSA
CARRETERA RIBESALBES KM. S/N,L-D: 06:00-22:00,39.979139,CASTELLON DE LA PLANA,-0.067917,Castellón de la Plana/Castelló de la Plana,1.709,,1.779,,1.829,1.889,,CASTELLÓN / CASTELLÓ,CEPSA
"CR N-340, 976,7",L-D: 06:00-22:00,40.003417,CASTELLON DE LA PLANA,-0.042889,Castellón de la Plana/Castelló de la Plana,1.719,,1.799,,1.819,,1.939,CASTELLÓN / CASTELLÓ,REPSOL
CARRETERA BORRIOL YB 2 BIS KM.,L-D: 06:00-23:00,39.9925,CASTELLON DE LA PLANA,-0.054944,Castellón de la Plana/Castelló de la Plana,1.719,,1.809,,1.859,,2.001,CASTELLÓN / CASTELLÓ,BP  UNIVERSITAT
"CARRETERA N- 340 KM. 66,7",L-D: 24H,39.9945,CASTELLON DE LA PLANA,-0.046944,Castellón de la Plana/Castelló de la Plana,1.559,,,,1.679,,,CASTELLÓN / CASTELLÓ,GASEXPRESS
"RONDA NORTE ESTE, 242",L-D: 24H,40.000722,CASTELLON DE LA PLANA,-0.028639,Castellón de la Plana/Castelló de la Plana,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP RONDA NORTE
"CR N-340, 981,8",L-D: 06:00-22:00,40.031889,CASTELLON DE LA PLANA,0.01325,Castellón de la Plana/Castelló de la Plana,1.709,,1.809,,1.819,,1.969,CASTELLÓN / CASTELLÓ,REPSOL
"AVENIDA BENICASIM, ESQ. CALLE CASAS DE LA BREVA, S/N",L-D: 06:00-22:00,39.999583,CASTELLON DE LA PLANA,-0.041333,Castellón de la Plana/Castelló de la Plana,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP CASTELLO
"CUADRA BORRIOLENC, S/N",L-V: 08:00-19:00; S: 08:00-13:30,40.000583,CASTELLON DE LA PLANA,-0.0432219999999999,Castellón de la Plana/Castelló de la Plana,,1.162,,,,,,CASTELLÓN / CASTELLÓ,COOPERATIVA SAN ISIDRO DE CASTELLON
"CALLE TORRALBA DEL PINAR, 16",L-D: 24H,39.981861,CASTELLON DE LA PLANA,-0.018583,Castellón de la Plana/Castelló de la Plana,1.745,,1.845,,1.849,1.929,,CASTELLÓN / CASTELLÓ,CEPSA
"AVENIDA DEL MAR S/N, SIN NÚMERO",L-D: 24H,39.983306,CASTELLON DE LA PLANA,-0.017972,Castellón de la Plana/Castelló de la Plana,1.729,,1.769,,1.829,,1.939,CASTELLÓN / CASTELLÓ,CARREFOUR
"AVENIDA AVDA. HERMANOS BOU 203,",L-D: 24H,39.981083,CASTELLON DE LA PLANA,-0.023,Castellón de la Plana/Castelló de la Plana,1.619,,,,1.719,,1.939,CASTELLÓN / CASTELLÓ,Q8
CL AVENIDA VALENCIA 221,L-S: 06:00-22:00,39.964389,CASTELLON DE LA PLANA,-0.064306,Castellón de la Plana/Castelló de la Plana,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP VEHICLES
"CARRETERA ALMAZORA CS236 KM. 9,39",L-D: 06:00-22:00,39.968361,CASTELLON DE LA PLANA,-0.0525,Castellón de la Plana/Castelló de la Plana,1.669,,1.729,,1.789,,1.929,CASTELLÓN / CASTELLÓ,GALP
"CALLE SEGARRA RIBES, S/N",L-D: 06:00-22:00,39.981,CASTELLON DE LA PLANA,-0.034917,Castellón de la Plana/Castelló de la Plana,1.719,,1.809,,1.859,,2.001,CASTELLÓN / CASTELLÓ,BP FADRELL
"CL AVENIDA VALENCIA, 96",L-D: 24H,39.976056,CASTELLON DE LA PLANA,-0.048444,Castellón de la Plana/Castelló de la Plana,1.709,,1.809,,1.819,,1.959,CASTELLÓN / CASTELLÓ,REPSOL
"AVENIDA HERMANOS BOU, 152",L-D: 24H,39.981167,CASTELLON DE LA PLANA,-0.022833,Castellón de la Plana/Castelló de la Plana,1.629,1.339,,,1.729,,,CASTELLÓN / CASTELLÓ,BDMED
"MUELLE SERRANO LLOBERAS, S/N",L-V: 07:00-19:00,39.966556,CASTELLON DE LA PLANA,0.015917,Castellón de la Plana/Castelló de la Plana,1.709,1.429,,,1.788,,,CASTELLÓN / CASTELLÓ,CEPSA
AVDA. DEL PUERTO S/N   GRAO,L-D: 06:00-22:00,39.972417,CASTELLON DE LA PLANA,0.008694,Castellón de la Plana/Castelló de la Plana,1.719,,1.809,,1.839,,1.989,CASTELLÓN / CASTELLÓ,BP ESTAGRAO
"AVENIDA DEL MAR, 468",L-D: 06:00-22:00,39.976694,CASTELLON DE LA PLANA,0.010667,Castellón de la Plana/Castelló de la Plana,1.709,,1.809,,1.809,,1.949,CASTELLÓN / CASTELLÓ,REPSOL
"AVENIDA EUROPA, 229",L-D: 24H,39.973889,CASTELLON DE LA PLANA,-0.073889,Castellón de la Plana/Castelló de la Plana,1.529,,,,1.619,,,CASTELLÓN / CASTELLÓ,GMOIL
"AVENIDA DEL MAR, 65",L-D: 24H,39.982944,CASTELLON DE LA PLANA,-0.017722,Castellón de la Plana/Castelló de la Plana,1.498,,,,1.638,,,CASTELLÓN / CASTELLÓ,SEROIL ENERGY EXPRESS
"CALLE CAMI DELS MESTRETS, 57",L-D: 24H,40.00475,CASTELLON DE LA PLANA,-0.056333,Castellón de la Plana/Castelló de la Plana,1.579,,1.619,,1.719,,1.869,CASTELLÓN / CASTELLÓ,BENCINAS MESTRETS
"CALLE CUADRA DE LAIRÓN, 64",L-D: 24H,39.973917,CASTELLON DE LA PLANA,-0.070194,Castellón de la Plana/Castelló de la Plana,1.659,,,,1.759,,,CASTELLÓN / CASTELLÓ,MASOIL
"CRTA. DEL MAR km 0,5",L-V: 06:00-22:00; S-D: 08:00-22:00,39.778583,CHILCHES,-0.180722,Chilches/Xilxes,1.759,1.479,,,1.869,,,CASTELLÓN / CASTELLÓ,GALP
CARRETERA N-340 KM. 950,L-V: 06:00-20:00,39.795694,CHILCHES,-0.181361,Chilches/Xilxes,1.759,,1.825,,1.859,,1.999,CASTELLÓN / CASTELLÓ,CEPSA
"CR C-238, 45,7",L-D: 07:00-21:00,40.307222,COVES DE VINROMA (LES),0.115194,Coves de Vinromà (les),1.689,1.394,1.769,,1.779,,,CASTELLÓN / CASTELLÓ,REPSOL
"CALLE VEREMES, 9",L-D: 24H,40.309472,COVES DE VINROMA (LES),0.118278,Coves de Vinromà (les),,1.343,,,,,,CASTELLÓN / CASTELLÓ,COOPERATIVA AGRARIA SAN ISIDRO DE CUEVAS DE VINROMA
"CV-14 km 12,400",L-V: 08:00-20:00,40.663583,FORCALL,-0.190417,Forcall,1.729,1.289,,,1.789,,1.889,CASTELLÓN / CASTELLÓ,E.S.MIBECOSL
"CR N-232 20,4",L-D: 24H,40.514889,JANA (LA),0.254639,Jana (la),1.729,1.349,1.799,,1.819,,1.989,CASTELLÓN / CASTELLÓ,E.S. BALMAPA
CARRETERA NACIONAL 234 K.M. 42 KM. 42,L-D: 07:00-23:00,39.912361,JERICA,-0.564389,Jérica,1.719,,1.799,,1.809,,1.949,CASTELLÓN / CASTELLÓ,SHELL
"C/CASTELLÓN, S/N",L-D: 24H,39.911472,JERICA,-0.566139,Jérica,1.689,1.23,,,1.73,,,CASTELLÓN / CASTELLÓ,COOP. DIVINA PASTORA DE JERICA
AUTOVIA A-7 SALIDA 289 ENLACE CV-2311 KM. 289,L-D: 24H,39.77375,LLOSA (LA),-0.226389,Llosa (la),1.749,1.419,1.829,,1.829,,1.949,CASTELLÓN / CASTELLÓ,REPSOL
"CARRETERA C-232 KM. 38,10",L-V: 07:30-20:30; S: 08:00-20:00; D: 08:00-14:00,40.135528,LUCENA DEL CID,-0.280583,Lucena del Cid,1.689,1.366,,,1.779,,1.919,CASTELLÓN / CASTELLÓ,LUCENA
"CALLE VICENTE RAMON ALOS, 31",L-S: 08:00-13:00 y 15:00-17:00,39.806,MONCOFA,-0.145472,Moncofa,,1.336,,,,,,CASTELLÓN / CASTELLÓ,RURALMONCOFA COOP.V.
CL CAMI LA VALL  S/N,L-D: 06:00-22:00,39.810333,MONCOFA,-0.1525,Moncofa,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP MONCOFAR
"CALLE SEGORBE, 3",L-D: 24H,39.810472,MONCOFA,-0.152194,Moncofa,1.72,,,,1.85,,,CASTELLÓN / CASTELLÓ,CARBURANTES COOPERATIVOS
"CR CS-211, 18 (CS-211 km 18,2)",L-D: 24H,40.064833,MONTANEJOS,-0.528583,Montanejos,1.709,,,,1.809,,,CASTELLÓN / CASTELLÓ,CARLA
CARRETERA CASTELLON KM. 61,L: 08:00-20:00,40.6075,MORELLA,-0.091861,Morella,1.649,,,,,,,CASTELLÓN / CASTELLÓ,E.S. LA MURALLA
"CARRETERA N-232 KM. 63,5",L-D: 07:00-21:00,40.609472,MORELLA,-0.094944,Morella,1.729,1.309,,,,,,CASTELLÓN / CASTELLÓ,PETRONOR
"CARRETERA N-232 KM. 63,5",L-D: 07:00-21:00,40.609611,MORELLA,-0.094556,Morella,1.729,,1.789,,1.769,,,CASTELLÓN / CASTELLÓ,PETRONOR
"CARRETERA CV226 KM. 26,6",L-D: 24H,39.841444,NULES,-0.180583,Nules,1.639,,,,1.739,,,CASTELLÓN / CASTELLÓ,GALP
CARRETERA N-340 KM. 957,L-D: 06:00-22:00,39.857694,NULES,-0.151028,Nules,1.735,,1.801,,1.839,,,CASTELLÓN / CASTELLÓ,CEPSA
"DISEMINADO SENDA MICHANA, S/N",L-D: 24H,39.852389,NULES,-0.150417,Nules,1.688,1.368,1.753,,1.778,,1.855,CASTELLÓN / CASTELLÓ,COOPERATIVA SANT JOSEP
"CARRETERA CS 220 KM. 1,2",L-D: 06:00-22:00,39.856528,NULES,-0.168,Nules,1.709,1.369,1.759,,1.789,,1.909,CASTELLÓN / CASTELLÓ,PETRONOR
"CARRETERA CV226 KM. 26,6",L-D: 06:00-22:00,39.841639,NULES,-0.180861,Nules,1.639,1.314,1.709,,1.739,,,CASTELLÓN / CASTELLÓ,GALP
"CALLE B S/N. SEC. INDUS Nº2 POL. LA MINA, 2",L-D: 24H,39.826583,NULES,-0.173,Nules,1.609,1.329,,,1.719,,,CASTELLÓN / CASTELLÓ,BDMED
CARRETERA CV 20 ONDA-VILA REAL (CARRER DE VILA-REAL) KM. 1,L-V: 06:00-22:00; S: 08:00-13:00,39.956556,ONDA,-0.209667,Onda,1.515,1.207,1.615,,1.578,,1.725,CASTELLÓN / CASTELLÓ,CONFORT AUTO
"CARRETERA CV-20 KM. 10,2",L-D: 06:00-22:00,39.952167,ONDA,-0.186056,Onda,1.709,1.369,1.769,,1.809,,,CASTELLÓN / CASTELLÓ,REPSOL
"CAMINO CORRAL DE DIAGO, 4",L-D: 24H,39.954944,ONDA,-0.202056,Onda,1.528,,,,1.595,,,CASTELLÓN / CASTELLÓ,BONAREA
"AVENIDA PAIS VALENCIA, 34",L-V: 07:00-21:00; S-D: 09:00-14:00,39.965333,ONDA,-0.260417,Onda,1.709,,1.811,,1.824,,,CASTELLÓN / CASTELLÓ,CEPSA
"AVENIDA REAL DE EXTREMADURA, 9",L-D: 24H,39.963833,ONDA,-0.230583,Onda,1.609,,,,1.659,,,CASTELLÓN / CASTELLÓ,BDMED
"AVENIDA MEDITERRANI, 34",L-D: 06:00-22:00,39.96425,ONDA,-0.247722,Onda,1.709,,1.829,,1.824,1.945,1.956,CASTELLÓN / CASTELLÓ,CEPSA
"CALLE ECUADOR, 31",L-D: 00:00-23:59,39.978,ONDA,-0.15825,Onda,1.716,,,,,,,CASTELLÓN / CASTELLÓ,"TRANSPORTES TRAVILL, S.L."
"CALLE LUCENA DEL CID, 12",L-D: 24H,39.967833,ONDA,-0.251639,Onda,1.527,,,,1.595,,,CASTELLÓN / CASTELLÓ,PLENOIL
"AVENIDA MANUEL ESCOBEDO, 20",L-V: 00:06-21:00; S: 08:00-20:00; D: 00:08-00:14,39.970722,ONDA,-0.243417,Onda,1.755,,1.845,,1.869,1.945,,CASTELLÓN / CASTELLÓ,CEPSA
"AVENIDA DEL MEDITERRANEO, S/N",L-D: 24H,39.964611,ONDA,-0.251056,Onda,1.709,,1.749,,1.799,,1.919,CASTELLÓN / CASTELLÓ,CARREFOUR
"AVENIDA CASTILLA LA MANCHA, 7",L-D: 24H,39.966111,ONDA,-0.247389,Onda,1.529,,,,1.599,,,CASTELLÓN / CASTELLÓ,ONDAMITA OIL
"CALLE URUGUAY, 40",L-V: 08:00-13:00 y 15:00-19:00,39.987167,ONDA,-0.141139,Onda,1.615,,,,,,,CASTELLÓN / CASTELLÓ,RALLO
"CALLE MEJICO, 7",L-D: 24H,39.981361,PANTANO DEL SICHAR,-0.156861,Onda,1.55,,,,1.7,,,CASTELLÓN / CASTELLÓ,AM CARGO
CARRETERA APEADERO DE BETXI POLIG. 19 PARC. 34 KM. 2,L-D: 24H,39.951278,APEADERO DE BECHI,-0.182472,Onda,1.609,1.329,,,1.659,,,CASTELLÓN / CASTELLÓ,BDMED
"AVENIDA MEDITERRANI, 134",L-D: 24H,39.952361,APEADERO DE BECHI,-0.188528,Onda,,,1.574,,,,,CASTELLÓN / CASTELLÓ,TRAVOLCAS (TRAVOLPOWER)
"Avda.de la Plana, 3-5",L-D: 06:00-22:00,40.091611,OROPESA,0.13175,Oropesa del Mar/Orpesa,1.679,,1.749,,1.799,,1.939,CASTELLÓN / CASTELLÓ,GALP
"AVENIDA LA PLANA, 12",L-D: 08:00-10:00,40.091389,AMPLARIES (LES),0.131694,Oropesa del Mar/Orpesa,1.599,,,,1.758,,,CASTELLÓN / CASTELLÓ,VCC OROPESA
CARRETERA DE PEÑISCOLA A BENICARLO ESQ. CAMI LA VOLTA KM. S/N,L-D: 24H,40.393444,PEÑISCOLA,0.407472,Peñíscola,1.535,,,,1.685,,,CASTELLÓN / CASTELLÓ,VCC PEÑISCOLA
"LUGAR ESQUINA CARRETERA DE LA ESTACION (CV141) CON CARRETERA VIEJA DE BENICARLO (CV140), S/N",L-D: 24H,40.368278,PEÑISCOLA,0.393528,Peñíscola,1.525,,,,1.592,,,CASTELLÓN / CASTELLÓ,BONAREA
"CALLE ESTACION, S/N",L-D: 07:00-22:00,40.361139,PEÑISCOLA,0.397111,Peñíscola,1.729,,1.829,,1.799,,,CASTELLÓN / CASTELLÓ,REPSOL
AUTOVIA CV10 SALIDA 33 KM. 33,L-D: 24H,40.105333,POBLA TORNESA (LA),0.008472,Pobla Tornesa (la),1.739,1.369,1.819,,1.849,,1.999,CASTELLÓN / CASTELLÓ,REPSOL
"AVENIDA ONDA, 46",L-D: 24H,40.018861,RIBESALBES,-0.277694,Ribesalbes,1.519,,,,1.589,,,CASTELLÓN / CASTELLÓ,ES ANDRASOIL
